tweet,location
"Talking about traffic in Banjara Hills, Hyderabad. Quite interesting!","Hyderabad, India"
"Talking about food in Banjara Hills, Ahmedabad. Quite interesting!","Banjara Hills, Ahmedabad"
"Talking about movies in Banjara Hills, Hyderabad. Quite interesting!",hyderabad
"Talking about traffic in Andheri, Delhi. Quite interesting!",DELHI
"Talking about weather in Navrangpura, Delhi. Quite interesting!",Delhi 
"Talking about technology in Indiranagar, Pune. Quite interesting!",Pune 
"Talking about food in Banjara Hills, Hyderabad. Quite interesting!",hyderabad
"Talking about weather in Navrangpura, Mumbai. Quite interesting!",Mumbai 
"Talking about event in T Nagar, Bangalore. Quite interesting!",Bangalore 
"Talking about sports in Connaught Place, Pune. Quite interesting!",PUNE
"Talking about weather in Salt Lake, Pune. Quite interesting!",Pune 
"Talking about sports in Connaught Place, Ahmedabad. Quite interesting!","Ahmedabad, India"
"Talking about traffic in Koregaon Park, Hyderabad. Quite interesting!",HYDERABAD
"Talking about technology in Connaught Place, Kolkata. Quite interesting!",Kolkata 
"Talking about event in Indiranagar, Delhi. Quite interesting!","Delhi, India"
"Talking about weather in Koregaon Park, Kolkata. Quite interesting!",Kolkata 
"Talking about food in Banjara Hills, Bangalore. Quite interesting!",
"Talking about sports in T Nagar, Kolkata. Quite interesting!",
"Talking about sports in Navrangpura, Chennai. Quite interesting!",chennai
"Talking about food in Banjara Hills, Mumbai. Quite interesting!","Mumbai, India"
"Talking about sports in Andheri, Chennai. Quite interesting!","Chennai, India"
"Talking about weather in Salt Lake, Hyderabad. Quite interesting!",HYDERABAD
"Talking about technology in Navrangpura, Bangalore. Quite interesting!",BANGALORE
"Talking about sports in Salt Lake, Kolkata. Quite interesting!","Salt Lake, Kolkata"
"Talking about movies in Connaught Place, Pune. Quite interesting!",pune
"Talking about food in Navrangpura, Ahmedabad. Quite interesting!",ahmedabad
"Talking about traffic in Connaught Place, Pune. Quite interesting!",pune
"Talking about sports in Banjara Hills, Mumbai. Quite interesting!",Mumbai 
"Talking about technology in Salt Lake, Kolkata. Quite interesting!","Kolkata, India"
"Talking about weather in Banjara Hills, Mumbai. Quite interesting!",MUMBAI
"Talking about food in Andheri, Kolkata. Quite interesting!",kolkata
"Talking about event in Andheri, Kolkata. Quite interesting!","Andheri, Kolkata"
"Talking about traffic in Connaught Place, Chennai. Quite interesting!","Connaught Place, Chennai"
"Talking about traffic in Salt Lake, Hyderabad. Quite interesting!",hyderabad
"Talking about weather in Indiranagar, Pune. Quite interesting!","Pune, India"
"Talking about weather in Connaught Place, Hyderabad. Quite interesting!","Hyderabad, India"
"Talking about technology in T Nagar, Delhi. Quite interesting!",Delhi 
"Talking about weather in Connaught Place, Chennai. Quite interesting!",CHENNAI
"Talking about traffic in T Nagar, Hyderabad. Quite interesting!",HYDERABAD
"Talking about technology in Salt Lake, Kolkata. Quite interesting!",KOLKATA
"Talking about weather in T Nagar, Pune. Quite interesting!","Pune, India"
"Talking about sports in Banjara Hills, Bangalore. Quite interesting!",BANGALORE
"Talking about technology in Salt Lake, Pune. Quite interesting!",pune
"Talking about technology in Andheri, Ahmedabad. Quite interesting!",Ahmedabad 
"Talking about event in Banjara Hills, Mumbai. Quite interesting!","Banjara Hills, Mumbai"
"Talking about traffic in T Nagar, Bangalore. Quite interesting!",BANGALORE
"Talking about weather in Andheri, Ahmedabad. Quite interesting!",AHMEDABAD
"Talking about movies in Koregaon Park, Chennai. Quite interesting!",chennai
"Talking about sports in Navrangpura, Mumbai. Quite interesting!",mumbai
"Talking about sports in Connaught Place, Ahmedabad. Quite interesting!","Connaught Place, Ahmedabad"
"Talking about sports in Banjara Hills, Pune. Quite interesting!",Pune 
"Talking about food in Salt Lake, Delhi. Quite interesting!","Salt Lake, Delhi"
"Talking about sports in Indiranagar, Bangalore. Quite interesting!",Bangalore 
"Talking about food in Indiranagar, Kolkata. Quite interesting!","Kolkata, India"
"Talking about event in Connaught Place, Mumbai. Quite interesting!",Mumbai 
"Talking about traffic in Banjara Hills, Pune. Quite interesting!",
"Talking about event in Connaught Place, Pune. Quite interesting!",pune
"Talking about event in Andheri, Chennai. Quite interesting!",CHENNAI
"Talking about traffic in T Nagar, Mumbai. Quite interesting!",
"Talking about sports in Andheri, Delhi. Quite interesting!",DELHI
"Talking about traffic in Indiranagar, Hyderabad. Quite interesting!",
"Talking about food in Koregaon Park, Delhi. Quite interesting!",Delhi 
"Talking about traffic in Salt Lake, Ahmedabad. Quite interesting!",ahmedabad
"Talking about movies in T Nagar, Ahmedabad. Quite interesting!",ahmedabad
"Talking about weather in Banjara Hills, Delhi. Quite interesting!","Delhi, India"
"Talking about traffic in Andheri, Chennai. Quite interesting!",chennai
"Talking about sports in Connaught Place, Chennai. Quite interesting!",CHENNAI
"Talking about event in Navrangpura, Hyderabad. Quite interesting!",HYDERABAD
"Talking about traffic in Connaught Place, Hyderabad. Quite interesting!",Hyderabad 
"Talking about event in Andheri, Ahmedabad. Quite interesting!","Andheri, Ahmedabad"
"Talking about event in Salt Lake, Bangalore. Quite interesting!",
"Talking about weather in Andheri, Ahmedabad. Quite interesting!",Ahmedabad 
"Talking about food in Salt Lake, Mumbai. Quite interesting!",Mumbai 
"Talking about traffic in Salt Lake, Pune. Quite interesting!",pune
"Talking about traffic in Salt Lake, Hyderabad. Quite interesting!",hyderabad
"Talking about technology in Indiranagar, Ahmedabad. Quite interesting!",Ahmedabad 
"Talking about sports in Salt Lake, Mumbai. Quite interesting!","Salt Lake, Mumbai"
"Talking about event in Banjara Hills, Chennai. Quite interesting!","Banjara Hills, Chennai"
"Talking about movies in Navrangpura, Pune. Quite interesting!",PUNE
"Talking about food in Andheri, Kolkata. Quite interesting!",kolkata
"Talking about food in Koregaon Park, Bangalore. Quite interesting!",BANGALORE
"Talking about event in Salt Lake, Kolkata. Quite interesting!","Kolkata, India"
"Talking about food in Indiranagar, Pune. Quite interesting!","Indiranagar, Pune"
"Talking about food in Navrangpura, Bangalore. Quite interesting!",bangalore
"Talking about traffic in Navrangpura, Hyderabad. Quite interesting!","Hyderabad, India"
"Talking about sports in Koregaon Park, Delhi. Quite interesting!",delhi
"Talking about movies in Connaught Place, Delhi. Quite interesting!",DELHI
"Talking about traffic in Andheri, Ahmedabad. Quite interesting!","Ahmedabad, India"
"Talking about sports in Banjara Hills, Delhi. Quite interesting!",DELHI
"Talking about movies in Banjara Hills, Pune. Quite interesting!","Banjara Hills, Pune"
"Talking about food in Navrangpura, Ahmedabad. Quite interesting!",Ahmedabad 
"Talking about movies in Connaught Place, Ahmedabad. Quite interesting!",
"Talking about food in T Nagar, Ahmedabad. Quite interesting!",
"Talking about movies in Indiranagar, Hyderabad. Quite interesting!",
"Talking about food in T Nagar, Mumbai. Quite interesting!","T Nagar, Mumbai"
"Talking about technology in Navrangpura, Bangalore. Quite interesting!",bangalore
"Talking about food in Navrangpura, Mumbai. Quite interesting!",
"Talking about traffic in Connaught Place, Hyderabad. Quite interesting!",
"Talking about event in Koregaon Park, Chennai. Quite interesting!",
"Talking about weather in Navrangpura, Chennai. Quite interesting!",CHENNAI
"Talking about technology in Indiranagar, Mumbai. Quite interesting!","Mumbai, India"
"Talking about traffic in Navrangpura, Hyderabad. Quite interesting!",Hyderabad 
"Talking about weather in Banjara Hills, Hyderabad. Quite interesting!",Hyderabad 
"Talking about weather in Indiranagar, Chennai. Quite interesting!",chennai
"Talking about movies in T Nagar, Pune. Quite interesting!","T Nagar, Pune"
"Talking about food in Salt Lake, Hyderabad. Quite interesting!",HYDERABAD
"Talking about movies in T Nagar, Delhi. Quite interesting!",DELHI
"Talking about movies in Salt Lake, Pune. Quite interesting!","Pune, India"
"Talking about event in Andheri, Mumbai. Quite interesting!","Andheri, Mumbai"
"Talking about traffic in Salt Lake, Delhi. Quite interesting!",Delhi 
"Talking about technology in Connaught Place, Pune. Quite interesting!","Connaught Place, Pune"
"Talking about traffic in Andheri, Pune. Quite interesting!","Andheri, Pune"
"Talking about traffic in Banjara Hills, Kolkata. Quite interesting!","Kolkata, India"
"Talking about technology in Salt Lake, Delhi. Quite interesting!",DELHI
"Talking about food in Banjara Hills, Mumbai. Quite interesting!",MUMBAI
"Talking about traffic in Salt Lake, Pune. Quite interesting!","Pune, India"
"Talking about sports in Navrangpura, Delhi. Quite interesting!",DELHI
"Talking about event in T Nagar, Pune. Quite interesting!",Pune 
"Talking about technology in T Nagar, Bangalore. Quite interesting!","Bangalore, India"
"Talking about sports in Salt Lake, Delhi. Quite interesting!",Delhi 
"Talking about technology in T Nagar, Chennai. Quite interesting!","Chennai, India"
"Talking about weather in Connaught Place, Hyderabad. Quite interesting!",Hyderabad 
"Talking about food in Banjara Hills, Delhi. Quite interesting!",Delhi 
"Talking about traffic in Koregaon Park, Kolkata. Quite interesting!",kolkata
"Talking about traffic in Salt Lake, Ahmedabad. Quite interesting!",AHMEDABAD
"Talking about weather in Koregaon Park, Delhi. Quite interesting!",
"Talking about traffic in Koregaon Park, Chennai. Quite interesting!",
"Talking about weather in Connaught Place, Bangalore. Quite interesting!",Bangalore 
"Talking about food in Navrangpura, Delhi. Quite interesting!","Navrangpura, Delhi"
"Talking about weather in Navrangpura, Bangalore. Quite interesting!",
"Talking about movies in Andheri, Mumbai. Quite interesting!",mumbai
"Talking about traffic in Salt Lake, Chennai. Quite interesting!",chennai
"Talking about food in Indiranagar, Kolkata. Quite interesting!","Kolkata, India"
"Talking about traffic in Banjara Hills, Bangalore. Quite interesting!",Bangalore 
"Talking about traffic in Koregaon Park, Kolkata. Quite interesting!","Kolkata, India"
"Talking about traffic in Salt Lake, Kolkata. Quite interesting!",
"Talking about technology in Connaught Place, Kolkata. Quite interesting!",
"Talking about food in Indiranagar, Ahmedabad. Quite interesting!","Ahmedabad, India"
"Talking about sports in T Nagar, Chennai. Quite interesting!",
"Talking about movies in Navrangpura, Bangalore. Quite interesting!",
"Talking about event in Salt Lake, Hyderabad. Quite interesting!",hyderabad
"Talking about movies in T Nagar, Chennai. Quite interesting!",chennai
"Talking about food in Navrangpura, Pune. Quite interesting!",pune
"Talking about technology in Banjara Hills, Bangalore. Quite interesting!","Banjara Hills, Bangalore"
"Talking about food in T Nagar, Ahmedabad. Quite interesting!","T Nagar, Ahmedabad"
"Talking about sports in T Nagar, Kolkata. Quite interesting!","Kolkata, India"
"Talking about traffic in Andheri, Chennai. Quite interesting!",Chennai 
"Talking about sports in T Nagar, Bangalore. Quite interesting!",BANGALORE
"Talking about food in Banjara Hills, Hyderabad. Quite interesting!",hyderabad
"Talking about food in Koregaon Park, Hyderabad. Quite interesting!",
"Talking about sports in Koregaon Park, Ahmedabad. Quite interesting!","Ahmedabad, India"
"Talking about event in Connaught Place, Pune. Quite interesting!",
"Talking about technology in Banjara Hills, Chennai. Quite interesting!","Banjara Hills, Chennai"
"Talking about sports in Salt Lake, Hyderabad. Quite interesting!",
"Talking about technology in Andheri, Chennai. Quite interesting!","Chennai, India"
"Talking about traffic in T Nagar, Chennai. Quite interesting!",chennai
"Talking about weather in Andheri, Hyderabad. Quite interesting!","Hyderabad, India"
"Talking about movies in Navrangpura, Hyderabad. Quite interesting!",hyderabad
"Talking about food in Indiranagar, Delhi. Quite interesting!",DELHI
"Talking about event in Andheri, Pune. Quite interesting!",
"Talking about event in Salt Lake, Bangalore. Quite interesting!","Bangalore, India"
"Talking about event in Connaught Place, Mumbai. Quite interesting!","Connaught Place, Mumbai"
"Talking about weather in Connaught Place, Bangalore. Quite interesting!",Bangalore 
"Talking about traffic in Navrangpura, Pune. Quite interesting!","Navrangpura, Pune"
"Talking about weather in Andheri, Ahmedabad. Quite interesting!","Ahmedabad, India"
"Talking about technology in T Nagar, Bangalore. Quite interesting!",bangalore
"Talking about event in T Nagar, Pune. Quite interesting!","Pune, India"
"Talking about movies in Koregaon Park, Hyderabad. Quite interesting!",hyderabad
"Talking about food in Andheri, Hyderabad. Quite interesting!","Andheri, Hyderabad"
"Talking about technology in Andheri, Mumbai. Quite interesting!",MUMBAI
"Talking about event in Banjara Hills, Pune. Quite interesting!","Pune, India"
"Talking about weather in Salt Lake, Bangalore. Quite interesting!","Salt Lake, Bangalore"
"Talking about weather in Salt Lake, Pune. Quite interesting!",
"Talking about movies in Andheri, Pune. Quite interesting!","Andheri, Pune"
"Talking about weather in Salt Lake, Delhi. Quite interesting!",
"Talking about movies in Navrangpura, Chennai. Quite interesting!","Chennai, India"
"Talking about food in Andheri, Mumbai. Quite interesting!","Andheri, Mumbai"
"Talking about technology in Salt Lake, Delhi. Quite interesting!","Delhi, India"
"Talking about weather in Andheri, Delhi. Quite interesting!",delhi
"Talking about weather in Connaught Place, Chennai. Quite interesting!","Chennai, India"
"Talking about technology in Indiranagar, Delhi. Quite interesting!","Indiranagar, Delhi"
"Talking about technology in T Nagar, Chennai. Quite interesting!","T Nagar, Chennai"
"Talking about technology in Banjara Hills, Ahmedabad. Quite interesting!",AHMEDABAD
